,11135530,9660,Brakel,New-real-estate-project-houses,Unnamed: 4,From 389000 To 498500,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
501,11138005,6850,Paliseul,House,,349000,6.0,351.0,,0.0,,30.0,,2116.0,4.0,0.0,Good
502,11137881,9800,Deinze,Villa,,439000,3.0,132.0,,0.0,,,,270.0,3.0,0.0,As new
503,11125957,9600,Ronse,House,,119000,3.0,126.0,,0.0,,8.0,130.0,230.0,2.0,0.0,To renovate
504,11137880,9800,Deinze,Villa,,439000,3.0,132.0,,0.0,,,,270.0,3.0,0.0,As new
505,11122711,9800,Deinze,New-real-estate-project-houses,,From 346000 To 390000,,,,,,,,,,,
506,11137882,9800,Deinze,Villa,,399500,3.0,123.0,,0.0,,,,168.0,3.0,0.0,As new
507,11124309,1367,Geest-gerompont-petit-rosiere,New-real-estate-project-houses,,From 370000 To 470000,,,,,,,,,,,
508,11141844,9960,Assenede,Apartment,,265500,1.0,87.0,,0.0,,51.0,,,3.0,0.0,Good
509,11141842,2500,Lier,House,,319000,3.0,125.0,,,,,25.0,102.0,2.0,,Good
510,11141845,9960,Assenede,Appartment,Penthouse,265500,1.0,87.0,,0.0,,51.0,,,3.0,0.0,Good
511,11123021,4140,Sprimont,House,,279000,3.0,125.0,,,,,25.0,102.0,2.0,,Good
512,11141843,2500,Lier,House,,279000,3.0,125.0,,,,,25.0,102.0,2.0,,Good
513,11141837,8400,Oostende,Apartment,,249000,2.0,72.0,,,,,,,2.0,,Good
514,11141827,3202,Rillaar%20%28aarschot%29,House,,395000,3.0,194.0,,0.0,,,,605.0,4.0,,
515,11141828,9240,Zele,House,,230000,3.0,162.0,,,,,750.0,859.0,2.0,0.0,To renovate
516,11141825,7160,Chapelle-lez-herlaimont,House,Mansion,569000,3.0,256.0,,,1.0,,,984.0,4.0,,Good
517,11141834,8400,Oostende,Apartment,,119000,1.0,80.0,,,,,,,,,Good
518,11141833,8020,Ruddervoorde,House,,569000,3.0,256.0,,,1.0,,,984.0,4.0,,Good
519,11141820,4830,Limbourg,House,,219777,4.0,144.0,,0.0,,6.0,,170.0,2.0,0.0,Good
520,11141814,3000,Leuven,Appartment,Kot,225000,1.0,,,,,,,,,,
521,11141818,9880,Aalter,Apartment,,280000,2.0,92.0,,0.0,,14.0,36.0,,2.0,0.0,Good
522,11141804,8301,Duinbergen,Apartment,,550000,3.0,134.0,,,,,,,,,
523,11141803,8301,Duinbergen,Apartment,,315000,2.0,70.0,,,,20.0,,,,,
524,11141805,8301,Duinbergen,Apartment,,648000,1.0,61.0,,,,5.0,,,,,
525,11141802,8301,Duinbergen,Apartment,,415000,2.0,66.0,,,,,,,,,To renovate
526,11141801,8301,Duinbergen,Apartment,,625000,2.0,,,,,7.0,,,,,
527,11141792,8301,Duinbergen,Appartment,Duplex,1750000,3.0,115.0,,,,2.0,,,,,
528,11141795,8301,Duinbergen,Apartment,,450000,2.0,68.0,,,,3.0,,,,,To be done up
529,11141796,8301,Duinbergen,Apartment,,2250000,3.0,137.0,,,,,,,,,
530,11141794,8301,Duinbergen,Apartment,,750000,3.0,105.0,,,,,,,,,
531,11141791,8300,Knokke-heist,Apartment,,625000,2.0,,,,,7.0,,,,,
532,11141790,8301,Duinbergen,Apartment,,395000,2.0,89.0,,,,12.0,,,,,
533,11141789,8301,Duinbergen,Appartment,Duplex,1365000,3.0,157.0,,,,1.0,,,,,
534,11141788,8301,Duinbergen,Flat-studio,,179000,1.0,36.0,,,,1.0,,,,,To renovate
535,11141786,8301,Duinbergen,Apartment,,950000,2.0,88.0,,,,2.0,,,,,
536,11141784,8301,Duinbergen,Apartment,,375000,2.0,52.0,,,,,,,,,
537,11141783,8301,Duinbergen,Apartment,,624000,2.0,86.0,,,,6.0,,,,,
538,11092075,4671,Blegny,House,,289000,5.0,267.0,,0.0,,35.0,90.0,366.0,2.0,0.0,Good
539,11009334,4430,Ans,House,,289000,4.0,171.0,,0.0,,14.0,62.0,145.0,2.0,0.0,Just renovated
540,11094178,9000,Gent,House,,289000,3.0,154.0,,0.0,,,8.0,55.0,2.0,0.0,To be done up
541,11141779,8301,Duinbergen,House,,710000,3.0,147.0,,,,,,148.0,,,
542,10946838,1332,Rixensart-genval,House,,299000,2.0,119.0,,0.0,,15.0,,668.0,4.0,0.0,To be done up
543,11094961,2870,Ruisbroek,House,,299000,3.0,148.0,,,,11.0,51.0,145.0,2.0,,Good
544,10815989,4432,Ans,House,Bungalow,299000,3.0,126.0,,0.0,,11.0,620.0,984.0,4.0,0.0,Good
545,10825893,4624,Romsee,New-real-estate-project-houses,,From 299000 To 424000,,,,,,,,,,,
546,10953282,1653,Beersel,House,,299000,2.0,125.0,,0.0,,20.0,225.0,480.0,2.0,0.0,Good
547,10989113,7610,Rumes,New-real-estate-project-houses,,From 286000 To 308000,,,,,,,,,,,
548,9466117,8791,Beveren-leie,New-real-estate-project-houses,,From 290500 To 464000,,,,,,,,,,,
549,11079441,9600,Ronse,New-real-estate-project-houses,,From 302800 To 383700,,,,,,,,,,,
550,10984295,4530,Villers-le-bouillet,House,,309000,3.0,246.0,,,,40.0,1150.0,1646.0,4.0,,Good
551,11084925,4681,Oupeye,House,,299000,4.0,137.0,,0.0,,60.0,615.0,848.0,4.0,0.0,Good
552,10940437,4041,Herstal,House,,299000,5.0,155.0,,0.0,,10.0,310.0,600.0,4.0,0.0,Good
553,11089176,9600,Ronse,House,Exceptional-property,309000,6.0,293.0,,0.0,,10.0,300.0,445.0,3.0,0.0,Good
554,11096801,4250,Geer,House,,300000,3.0,151.0,,0.0,,,215.0,515.0,3.0,,As new
555,9039885,7540,Kain-tournai,New-real-estate-project-houses,,From 317000 To 420000,,,,,,,,,,,
556,10712293,8660,Adinkerke,New-real-estate-project-houses,,From 299000 To 329000,,,,,,,,,,,
557,10715117,8660,Adinkerke,New-real-estate-project-houses,,From 315000 To 381500,,,,,,,,,,,
558,11085913,1800,Vilvoorde,House,,320000,3.0,120.0,,0.0,,6.0,,60.0,2.0,0.0,Good
559,11072968,4870,Foret,House,,325000,3.0,159.0,,,,16.0,420.0,572.0,3.0,,As new
560,10154174,6900,Marche-en-famenne,New-real-estate-project-houses,,From 333000 To 342000,,,,,,,,,,,
561,11009310,4000,Liege,House,,329000,4.0,171.0,,0.0,,17.0,200.0,365.0,2.0,0.0,Good
562,10847995,9600,Ronse,House,Apartment-block,333000,5.0,226.0,,0.0,,,18.0,151.0,2.0,0.0,As new
563,10808449,1800,Vilvoorde,House,,329000,3.0,115.0,,,,10.0,76.0,187.0,2.0,,To renovate
564,11100133,2450,Meerhout,New-real-estate-project-houses,,From 301000 To 333000,,,,,,,,,,,
565,10885434,8570,Ingooigem,New-real-estate-project-houses,,From 322870 To 366260,,,,,,,,,,,
566,11140762,3000,Leuven,Apartment,,419000,2.0,76.0,,,,36.0,,,,,Just renovated
567,9392782,5651,Berzee,New-real-estate-project-houses,,329000,,,,,,,,,,,
568,11076452,2250,Olen,New-real-estate-project-houses,,From 325101 To 370000,,,,,,,,,,,
569,11016022,7730,Estaimpuis,Villa,,420000,4.0,240.0,,0.0,,,450.0,648.0,4.0,1.0,As new
570,8805451,6790,Aubange,New-real-estate-project-houses,,From 328656 To 473000,,,,,,,,,,,
571,11140749,2970,Schilde,House,,549000,5.0,150.0,,0.0,,22.0,,773.0,3.0,,
572,11140748,9680,Maarkedal,House,Bungalow,320000,2.0,125.0,,,,,,619.0,4.0,0.0,Good
573,11140751,7160,Chapelle-lez-herlaimont,House,,185000,2.0,,,,,22.0,,246.0,2.0,,Good
574,11140747,2400,Mol,House,,395000,4.0,227.0,,0.0,,,,831.0,4.0,,
575,11077375,6761,Virton%20latour,House,,525000,4.0,195.0,,0.0,,50.0,600.0,813.0,4.0,0.0,As new
576,11140731,1180,Uccle,House,,440000,3.0,150.0,,,,10.0,50.0,,2.0,,To be done up
577,11140728,9300,Aalst,Appartment,Penthouse,569000,3.0,205.0,,0.0,,,,,3.0,0.0,As new
578,11140724,3640,Kinrooi,House,,409000,3.0,134.0,,,,,,558.0,4.0,,
579,11140727,9400,Ninove,House,,475000,3.0,200.0,,,,30.0,400.0,629.0,3.0,0.0,To renovate
580,11140723,2960,Brecht,House,,400000,5.0,258.0,,,,6.0,150.0,323.0,3.0,,As new
581,11140743,4970,Stavelot,House,,319500,4.0,154.0,,0.0,,,,,3.0,,As new
582,11140739,3000,Leuven,Flat-studio,,209000,1.0,43.0,,0.0,,,,,,,
583,11140738,3020,Herent%20veltem-beisem,House,,290000,1.0,90.0,,0.0,,,,285.0,4.0,,
584,11140732,1070,Anderlecht,House,,525000,5.0,230.0,,0.0,,10.0,100.0,162.0,2.0,,As new
585,11140726,1160,Auderghem,Apartment,,520000,2.0,107.0,,,,12.0,,,,0.0,As new
586,11140721,2020,Antwerp,Apartment,,350000,3.0,165.0,,,,3.0,,,2.0,,As new
587,11140708,7730,Estaimpuis%20estaimbourg,New-real-estate-project-houses,,From 306197 To 398983,,,,,,,,,,,
588,11140676,7712,Mouscron%20herseaux,New-real-estate-project-houses,,From 318011 To 333465,,,,,,,,,,,
589,11140670,1420,Braine-l%27alleud,House,Bungalow,395000,3.0,130.0,,0.0,,13.0,500.0,721.0,4.0,0.0,To be done up
590,11140675,3700,Tongeren,House,,339000,3.0,180.0,,0.0,,35.0,580.0,672.0,4.0,0.0,As new
591,11140674,3700,Tongeren,House,,450000,4.0,236.0,,0.0,,50.0,780.0,1375.0,4.0,,As new
592,11140682,7712,Mouscron%20herseaux,New-real-estate-project-houses,,From 280027 To 348253,,,,,,,,,,,
593,11140672,1050,Ixelles,Flat-studio,,145000,,36.0,,0.0,,,,,2.0,0.0,Good
594,11140669,2040,Berendrecht,House,,379000,3.0,180.0,,,,,,653.0,2.0,,As new
595,11140668,7141,Carni%c3%a8res,House,Apartment-block,155000,4.0,245.0,,0.0,,,50.0,330.0,2.0,0.0,Good
596,11140671,1428,Braine-l%27alleud%20lillois-witterz%c3%a9e,House,Bungalow,395000,3.0,130.0,,0.0,,13.0,500.0,721.0,4.0,0.0,To be done up
597,11140649,1190,Forest,New-real-estate-project-apartments,,From 199000 To 399000,,,,,,,,,,,
598,11140657,4000,Li%c3%a8ge,House,,145000,3.0,162.0,,0.0,,45.0,,157.0,2.0,,To be done up
599,11137657,1000,Bruxelles,Appartment,Kot,216500,,24.0,,1.0,,,,,2.0,0.0,As new
600,10623824,1831,Diegem,New-real-estate-project-apartments,,From 210000 To 359000,,,,,,,,,,,
601,11137668,1030,Schaerbeek,Appartment,Duplex,250000,1.0,65.0,,0.0,,,,,2.0,0.0,As new
602,11103715,1082,Berchem-sainte-agathe,Apartment,,245000,2.0,110.0,,,,13.0,,,4.0,0.0,Good
603,10982614,1200,Woluwe-st-lambert,New-real-estate-project-apartments,,From 265000 To 845000,,,,,,,,,,,
604,11138323,1140,Evere,New-real-estate-project-apartments,,From 259000 To 529000,,,,,,,,,,,
605,9881253,1000,Brussels-city,New-real-estate-project-apartments,,From 195500 To 265500,,,,,,,,,,,
606,11137662,1300,Wavre,New-real-estate-project-apartments,,298000,,,,,,,,,,,
607,11137856,9800,Deinze,New-real-estate-project-apartments,,From 270000 To 420000,,,,,,,,,,,
608,9375778,1000,Brussels-city,New-real-estate-project-apartments,,From 409000 To 849000,,,,,,,,,,,
609,10991459,1200,Woluwe-st-lambert,New-real-estate-project-apartments,,From 375000 To 980000,,,,,,,,,,,
610,11137907,9230,Wetteren,New-real-estate-project-apartments,,From 328500 To 342000,,,,,,,,,,,
611,11135758,1083,Ganshoren,Apartment,,179000,2.0,75.0,,0.0,,18.0,,,2.0,0.0,To renovate
612,11136002,9700,Eine,Apartment,,174000,2.0,70.0,,,,,,,2.0,,Good
613,11135884,8370,Blankenberge,Apartment,,199000,2.0,92.0,,,,,,,,0.0,As new
614,11135459,1082,Berchem-sainte-agathe,New-real-estate-project-apartments,,From 142000 To 418000,,,,,,,,,,,
615,11136340,2060,Antwerp,Apartment,,205000,1.0,62.0,,,,,,,2.0,,Just renovated
616,11079381,2830,Willebroek,Apartment,,205000,1.0,65.0,,,,5.0,,,,,Good
617,11136327,4540,Ombret-rawsa,Apartment,,219000,2.0,104.0,,,,5.0,,,4.0,,Good
618,11138237,1420,Braine-lalleud,Apartment,,255000,2.0,88.0,,0.0,,6.0,,,2.0,0.0,Good
619,11136620,2300,Turnhout,New-real-estate-project-apartments,,From 232900 To 408900,,,,,,,,,,,
620,11136973,3500,Hasselt,New-real-estate-project-apartments,,From 136393 To 778515,,,,,,,,,,,
621,11137125,9000,Gent,New-real-estate-project-apartments,,From 255000 To 400000,,,,,,,,,,,
622,11137126,9000,Gent,New-real-estate-project-apartments,,From 255000 To 400000,,,,,,,,,,,
623,10979572,3210,Lubbeek,Apartment,,270000,3.0,142.0,,,,,,,3.0,,Good
624,11137175,1301,Bierges,New-real-estate-project-apartments,,From 310000 To 945000,,,,,,,,,,,
625,11136495,2400,Mol,New-real-estate-project-apartments,,From 289000 To 315000,,,,,,,,,,,
626,11137133,9051,Sint-denijs-westrem,New-real-estate-project-apartments,,From 255000 To 400000,,,,,,,,,,,
627,11137132,9051,Sint-denijs-westrem,New-real-estate-project-apartments,,From 255000 To 400000,,,,,,,,,,,
628,11137127,9000,Gent,New-real-estate-project-apartments,,From 312000 To 685000,,,,,,,,,,,
629,11141884,9992,Middelburg,Villa,,998000,6.0,404.0,,,,50.0,4000.0,4686.0,,,
630,11141882,8301,Heist-aan-zee,Apartment,,449000,2.0,96.0,,,,4.0,,,,,To renovate
631,11141883,8301,Heist-aan-zee,Apartment,,465000,2.0,78.0,,,,8.0,,,,,Good
632,11141881,8301,Heist-aan-zee,Apartment,,725000,3.0,104.0,,,,20.0,,,,,
633,11141880,8301,Heist-aan-zee,Apartment,,895000,3.0,139.0,,,,20.0,,,,,
634,11141878,8301,Heist-aan-zee,Apartment,,325000,3.0,112.0,,,,6.0,,,,,To renovate
635,11141879,8301,Heist-aan-zee,Apartment,,255000,2.0,65.0,,,,,,,,,
636,11141876,8301,Heist-aan-zee,Apartment,,298000,1.0,44.0,,,,,,,,,
637,11141877,8301,Heist-aan-zee,Apartment,,379000,1.0,59.0,,,,5.0,,,,,Good
638,11141874,8301,Duinbergen,Flat-studio,,199000,1.0,43.0,,,,8.0,,,,,
639,11141871,8301,Heist-aan-zee,Flat-studio,,235000,1.0,29.0,,,,3.0,,,,,
640,11141873,8301,Duinbergen,Apartment,,169000,1.0,50.0,,,,8.0,,,,,
641,11141869,8301,Heist-aan-zee,Apartment,,319000,2.0,64.0,,,,,,,,,
642,11141870,8301,Heist-aan-zee,Apartment,,540000,3.0,99.0,,,,8.0,,,,,Good
643,11141872,8301,Heist-aan-zee,Apartment,,510000,2.0,112.0,,,,,,,,,
644,11141868,8301,Duinbergen,Apartment,,139000,1.0,43.0,,,,8.0,,,,,
645,11141866,8301,Heist-aan-zee,Flat-studio,,263000,1.0,29.0,,,,3.0,,,,,
646,11141865,8301,Duinbergen,Apartment,,175000,1.0,,,,,6.0,,,,,
647,11141863,9992,Middelburg,Villa,,1350000,4.0,452.0,,,,70.0,3150.0,3150.0,,,
648,11141857,8820,Torhout,House,,269000,4.0,,,,,,,662.0,4.0,,Good
649,11141856,9500,Geraardsbergen,House,,279000,5.0,300.0,,,,40.0,330.0,650.0,2.0,0.0,To renovate
650,11141852,6041,Gosselies,House,,59000,2.0,75.0,,,,,,,2.0,,Good
651,11141855,9160,Lokeren,Appartment,Service-flat,190000,1.0,80.0,,,,11.0,,,,1.0,Good
652,11141854,9100,Sint-niklaas,Villa,,515000,3.0,158.0,,,,,,833.0,4.0,1.0,Good
653,11141846,4845,Jalhay,House,,295000,3.0,,,,,,,1229.0,4.0,,To be done up
654,11141850,8551,Heestert,House,,168000,5.0,135.0,,,,,130.0,282.0,2.0,,To be done up
655,11141849,6600,Bastogne,House,,300000,3.0,,,,,,,321.0,3.0,,Just renovated
656,11141845,9960,Assenede,Appartment,Penthouse,265500,1.0,87.0,,0.0,,51.0,,,3.0,0.0,Good
657,11141844,9960,Assenede,Apartment,,265500,1.0,87.0,,0.0,,51.0,,,3.0,0.0,Good
658,11129291,9000,Gent,New-real-estate-project-apartments,,From 495000 To 1325000,,,,,,,,,,,
659,11141843,2500,Lier,House,,279000,3.0,125.0,,,,,25.0,102.0,2.0,,Good
660,11128434,1050,Ixelles,Appartment,Duplex,1150000,3.0,220.0,,0.0,,30.0,,,3.0,0.0,As new
661,11128144,1180,Uccle,Apartment,,595000,3.0,145.0,,0.0,,20.0,,,3.0,0.0,To renovate
662,11137660,1180,Uccle,Apartment,,285000,1.0,68.0,,0.0,,13.0,,,2.0,,As new
663,11128325,9000,Gent,New-real-estate-project-apartments,,From 634947 To 1047510,,,,,,,,,,,
664,11136539,1000,Bruxelles,Apartment,,265000,2.0,86.0,,0.0,,,,,2.0,0.0,Good
665,11136538,1180,Uccle,Appartment,Penthouse,299000,2.0,90.0,,0.0,,6.0,,,2.0,0.0,To be done up
666,11137661,1180,Uccle,Apartment,,380000,2.0,87.0,,0.0,,43.0,,,2.0,0.0,As new
667,11137853,9000,Gent,Appartment,Duplex,585000,3.0,187.0,,0.0,,23.0,,,2.0,0.0,Good
668,11125650,4000,Liege,Apartment,,179000,2.0,102.0,,,,8.0,,,2.0,0.0,Good
669,11129677,8370,Blankenberge,Apartment,,295000,2.0,76.0,,1.0,,,,,,,Good
670,11126832,4100,Seraing,New-real-estate-project-apartments,,From 157000 To 335000,,,,,,,,,,,
671,11125904,9000,Gent,New-real-estate-project-apartments,,From 250000 To 435000,,,,,,,,,,,
672,11125812,9940,Sleidinge,New-real-estate-project-apartments,,From 265000 To 445000,,,,,,,,,,,
673,11125862,9940,Evergem,New-real-estate-project-apartments,,From 265000 To 445000,,,,,,,,,,,
674,11126024,1050,Ixelles,Apartment,,419000,2.0,125.0,,0.0,,5.0,,,2.0,0.0,To be done up
675,11125628,2600,Antwerpen-berchem,Apartment,,379500,2.0,123.0,,0.0,,20.0,,,,0.0,Just renovated
676,11126529,8500,Kortrijk,Appartment,Loft,465000,2.0,180.0,,,,,,,2.0,,Good
677,11128828,2000,Antwerpen,Apartment,,379000,2.0,116.0,,,,,,,3.0,,Good
678,11127467,1180,Uccle,Apartment,,750000,3.0,190.0,,0.0,1.0,10.0,,,3.0,,Good
679,11125788,9070,Destelbergen,New-real-estate-project-apartments,,From 565000 To 585000,,,,,,,,,,,
680,11135512,9960,Assenede,Appartment,Penthouse,265500,1.0,86.0,,0.0,,51.0,,,2.0,0.0,As new
681,11136021,9800,Deinze,Apartment,,325000,2.0,95.0,,0.0,,16.0,,,2.0,0.0,As new
682,11136020,9800,Deinze,Apartment,,420000,2.0,82.0,,0.0,,29.0,,,2.0,0.0,As new
683,11136018,9800,Deinze,Apartment,,375000,2.0,96.0,,0.0,,15.0,,,2.0,0.0,As new
684,11137054,9300,Aalst,Apartment,,239500,2.0,105.0,,0.0,,5.0,,,2.0,0.0,Good
685,10681373,1700,Dilbeek,Apartment,,239500,2.0,105.0,,0.0,,5.0,,,2.0,0.0,Good
686,11136790,2100,Deurne,Apartment,,249000,2.0,106.0,,,,6.0,,,3.0,,To be done up
687,11136848,8660,De-panne,Apartment,,315000,1.0,75.0,,0.0,,6.0,,,2.0,0.0,As new
688,11141727,1357,H%c3%a9l%c3%a9cine,House,,475000,4.0,151.0,,0.0,,30.0,340.0,469.0,4.0,0.0,As new
689,11135245,8300,Knokke-heist,Apartment,,2375000,2.0,112.0,,0.0,,,,,3.0,1.0,Just renovated
690,11141703,2800,Mechelen,House,Apartment-block,349000,,170.0,,0.0,,,,85.0,2.0,0.0,
691,11141641,1130,Bruxelles,New-real-estate-project-houses,,From 521000 To 561000,,,,,,,,,,,
692,11141665,1050,Ixelles,New-real-estate-project-apartments,,From 320000 To 810000,,,,,,,,,,,
693,11141660,1050,Ixelles,New-real-estate-project-houses,,From 1200000 To 1375000,,,,,,,,,,,
694,11141635,1180,Uccle,New-real-estate-project-houses,,From 786000 To 814000,,,,,,,,,,,
695,11141626,1180,Uccle,New-real-estate-project-houses,,From 774500 To 859000,,,,,,,,,,,
696,11141681,1082,Berchem-sainte-agathe,New-real-estate-project-apartments,,From 148000 To 382000,,,,,,,,,,,
697,11141592,1180,Uccle,New-real-estate-project-apartments,,From 405000 To 645000,,,,,,,,,,,
698,11141609,1180,Uccle,New-real-estate-project-apartments,,From 415000 To 665000,,,,,,,,,,,
699,11141563,1000,Bruxelles,New-real-estate-project-apartments,,From 312000 To 746000,,,,,,,,,,,
700,11141470,1000,Bruxelles,New-real-estate-project-apartments,,From 364000 To 377000,,,,,,,,,,,
701,11141446,1000,Brussels%20city,New-real-estate-project-apartments,,From 362000 To 375000,,,,,,,,,,,
702,11141537,1000,Bruxelles,New-real-estate-project-apartments,,From 432000 To 484000,,,,,,,,,,,
703,11141490,1000,Bruxelles,New-real-estate-project-apartments,,From 367000 To 444000,,,,,,,,,,,
704,11141244,1310,La%20hulpe,House,,350000,2.0,104.0,,0.0,,17.0,142.0,209.0,2.0,0.0,Good
705,11141239,4960,Malmedy,Appartment,Penthouse,107000,1.0,48.0,,0.0,,,35.0,,2.0,0.0,Good
706,11141393,1000,Bruxelles,New-real-estate-project-apartments,,From 350000 To 410000,,,,,,,,,,,
707,11141238,4960,Malmedy,Apartment,,107000,1.0,58.0,,0.0,,,35.0,,2.0,0.0,Good
708,11141321,1160,Auderghem,New-real-estate-project-apartments,,From 257500 To 523500,,,,,,,,,,,
709,11141237,4960,Malmedy,Apartment,,119000,1.0,58.0,,0.0,,,35.0,,2.0,0.0,Good
710,11141236,4960,Malmedy,Flat-studio,,77000,,40.0,,0.0,,,35.0,,2.0,0.0,Good
711,11141245,1070,Anderlecht,New-real-estate-project-apartments,,From 289500 To 372500,,,,,,,,,,,
712,11141235,4970,Francorchamps,Villa,,389000,3.0,124.0,,0.0,,11.0,641.0,754.0,4.0,0.0,Good
713,11141225,8940,Wervik,House,,234000,3.0,125.0,,,,,,250.0,,,Good
714,11141226,4040,Herstal,House,,235000,2.0,90.0,,0.0,,,223.0,307.0,2.0,,Good
715,11141224,4040,Herstal,House,,299000,4.0,145.0,,0.0,,66.0,98.0,275.0,2.0,1.0,As new
716,11141218,1050,Ixelles,House,Apartment-block,1350000,8.0,540.0,,,,,,130.0,2.0,,Good
717,11141219,2650,Edegem,Villa,,1545000,4.0,353.0,,0.0,,,,703.0,4.0,,As new
718,11141223,2170,Antwerpen%20merksem,Appartment,Duplex,295000,1.0,126.0,,0.0,,,,,,,
719,11133997,1180,Uccle,Appartment,Penthouse,980000,2.0,140.0,,0.0,,30.0,,,,0.0,As new
720,11121948,1050,Ixelles,Apartment,,1150000,3.0,220.0,,0.0,,30.0,,,3.0,,As new
721,11130679,1120,Neder-over-heembeek,Apartment,,229000,2.0,80.0,,0.0,,3.0,,,2.0,0.0,To be done up
722,11132722,1640,Sint-genesius-rode,Appartment,Service-flat,259000,1.0,58.0,,,,7.0,,,4.0,,As new
723,11130786,1050,Ixelles,Apartment,,355000,2.0,66.0,,0.0,,2.0,,,2.0,0.0,As new
724,11130724,1200,Woluwe-saint-lambert,Apartment,,425000,2.0,83.0,,0.0,,,50.0,,2.0,,Just renovated
725,11130764,2800,Mechelen,Appartment,Loft,749000,2.0,224.0,,0.0,1.0,10.0,785.0,,2.0,,Just renovated
726,11131337,8300,Knokke-heist,Apartment,,845000,3.0,86.0,,0.0,,4.0,,,2.0,0.0,Just renovated
727,11119856,1030,Schaerbeek,Flat-studio,,165000,,31.0,,1.0,,1.0,,,2.0,,Good
728,11130949,8300,Knokke-heist,Apartment,,2100000,3.0,126.0,,,,,,,2.0,0.0,As new
729,11119406,9000,Gent,New-real-estate-project-apartments,,260000,,,,,,,,,,,
730,11119855,1030,Schaerbeek,Flat-studio,,185000,,31.0,,1.0,,1.0,,,2.0,,Good
731,11119422,9000,Gent,Apartment,,269000,1.0,52.0,,0.0,,4.0,,,2.0,,Good
732,11119386,9700,Oudenaarde,New-real-estate-project-apartments,,From 262000 To 329000,,,,,,,,,,,
733,11137735,1020,Bruxelles,Apartment,,159000,1.0,50.0,,0.0,,9.0,,,,0.0,Just renovated
734,11030903,1180,Uccle,Apartment,,500000,2.0,95.0,,0.0,,11.0,,,2.0,0.0,As new
735,11030901,1180,Uccle,Flat-studio,,215000,,32.0,,0.0,,,,,,0.0,As new
736,11129971,1160,Auderghem,Apartment,,245000,2.0,73.0,,,1.0,1.0,,,1.0,0.0,Good
737,11128523,1348,Louvain-la-neuve,Apartment,,155000,1.0,38.0,,,,,,,,,Good
738,11132299,2660,Hoboken,Apartment,,210000,2.0,80.0,,,,15.0,,,2.0,,As new
739,11128093,2600,Berchem,Apartment,,249000,2.0,102.0,,,,21.0,,,,,To be done up
740,10833524,2660,Hoboken,Apartment,,159000,2.0,90.0,,,,2.0,,,2.0,,To be done up
741,11115396,1070,Anderlecht,Apartment,,250000,1.0,66.0,,,,,,,3.0,,As new
742,11128092,2600,Berchem,Apartment,,249000,1.0,78.0,,,,17.0,,,2.0,,Just renovated
743,11129021,1190,Forest,Apartment,,370000,2.0,114.0,,,,5.0,,,2.0,,To be done up
744,11131097,1040,Etterbeek,Appartment,Penthouse,450000,2.0,99.0,,,,7.0,,,2.0,0.0,As new
745,11141163,1300,Wavre,Apartment,,165000,1.0,44.0,,0.0,,,,,,,Good
746,11130791,1050,Ixelles,Apartment,,385000,2.0,96.0,,,,,,,2.0,0.0,Good
747,11134768,2600,Berchem,Apartment,,259000,3.0,112.0,,,,19.0,,,2.0,,Good
748,11130549,1800,Vilvoorde,Apartment,,280000,3.0,114.0,,0.0,,,,,2.0,0.0,As new
749,11133909,9000,Gent,Apartment,,290000,2.0,97.0,,,,,,,2.0,,As new
750,11141162,8680,Koekelare,Apartment,,195000,2.0,,,,,,,,,,Good
751,11138017,1570,Galmaarden,House,,209000,3.0,308.0,,,,,,600.0,2.0,,To renovate
752,11141159,2930,Brasschaat,House,,449000,2.0,156.0,,,,,,544.0,4.0,,To renovate
753,11141161,5030,Gembloux,Apartment,,369000,2.0,123.0,,0.0,,8.0,,,,0.0,As new
754,11141160,2370,Arendonk,Appartment,Penthouse,475000,2.0,125.0,,,,56.0,,,3.0,,Good
755,11141156,5150,Floreffe,House,,199000,3.0,150.0,,0.0,,,400.0,536.0,3.0,,To renovate
756,11141152,2160,Wommelgem,Apartment,,219000,2.0,91.0,,,,,,,2.0,,To be done up
757,11141141,3620,Lanaken,House,,169000,3.0,101.0,,0.0,,,,254.0,4.0,,To renovate
758,11141150,2300,Turnhout,Apartment,,199000,2.0,91.0,,0.0,,,,,,,Good
759,11141137,2570,Duffel,House,,335000,3.0,156.0,,,,,,180.0,2.0,,Just renovated
760,10985408,4140,Sprimont%20dolembreux,House,Mixed-use-building,549000,4.0,325.0,,,,30.0,600.0,1298.0,4.0,,Good
761,11141139,1030,Schaerbeek,Apartment,,349000,3.0,120.0,,0.0,,1.0,,,2.0,,As new
762,11141134,6600,Bastogne,House,,399000,4.0,190.0,,0.0,,45.0,,333.0,2.0,,As new
763,11141133,6840,Neufch%c3%a2teau,House,,330000,4.0,203.0,,0.0,,,,2337.0,4.0,,Good
764,11141123,2900,Schoten,Apartment,,1140000,3.0,236.0,,,,,,,,1.0,As new
765,11141127,2140,Antwerp,Apartment,,215000,3.0,106.0,,0.0,,5.0,,,,,
766,11141126,2620,Hemiksem,House,,299000,2.0,100.0,,,,,80.0,,2.0,,
767,11141128,1760,Roosdaal,House,,497000,4.0,180.0,,0.0,,9.0,,,3.0,0.0,As new
