,11135530,9660,Brakel,New-real-estate-project-houses,Unnamed: 4,From 389000 To 498500,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
249,10714842,4100,Seraing,House,,199000,4.0,125.0,,0.0,,108.0,28.0,229.0,2.0,0.0,Good
250,10542512,4100,Seraing,House,,219000,2.0,100.0,,0.0,,53.0,220.0,373.0,3.0,0.0,Good
251,10841095,2845,Niel,House,,214000,2.0,147.0,,,,20.0,,555.0,2.0,,To renovate
252,11058166,6900,Marche-en-famenne,House,,219000,2.0,104.0,,0.0,,80.0,559.0,559.0,3.0,,As new
253,11024248,9120,Beveren,House,,219000,3.0,155.0,,0.0,,15.0,115.0,228.0,2.0,0.0,To renovate
254,11035880,6900,On,House,,210000,3.0,172.0,,0.0,,,1179.0,1397.0,3.0,0.0,To be done up
255,10858284,6792,Halanzy,House,,220000,4.0,159.0,,0.0,,42.0,80.0,360.0,3.0,,To renovate
256,10405602,4102,Seraing,House,,220000,4.0,161.0,,0.0,,26.0,170.0,303.0,3.0,1.0,Just renovated
257,10870923,4101,Seraing,House,,219900,3.0,140.0,,1.0,,11.0,,220.0,3.0,0.0,To be done up
258,11074449,9230,Wetteren,House,,229000,3.0,160.0,,,,30.0,,490.0,3.0,0.0,To renovate
259,11077458,6890,Libin,House,,229000,3.0,180.0,,0.0,,,50.0,60.0,3.0,,Good
260,11063964,1490,Court-saint-etienne,House,,225000,3.0,154.0,,0.0,,,377.0,562.0,4.0,,To renovate
261,10811535,6220,Fleurus,New-real-estate-project-houses,,From 230500 To 250500,,,,,,,,,,,
262,10909558,4000,Liege,House,,234000,3.0,129.0,,0.0,,19.0,33.0,109.0,2.0,0.0,Good
263,11004026,4400,Flemalle,House,,235000,3.0,126.0,,0.0,,20.0,64.0,154.0,3.0,0.0,As new
264,10858078,4420,Saint-nicolas,House,,239000,3.0,130.0,,0.0,,25.0,55.0,200.0,2.0,0.0,Good
265,11094771,4420,Montegnee,House,,239000,6.0,220.0,,,,,135.0,250.0,2.0,0.0,To renovate
266,10740541,7800,Ath,New-real-estate-project-houses,,From 235000 To 270000,,,,,,,,,,,
267,11140925,5651,Walcourt%20thy-le-ch%c3%a2teau,House,,285000,3.0,,,,,,,,4.0,,As new
268,11140926,6280,Gerpinnes%20loverval,Villa,,239000,3.0,,,,,,,,4.0,,To renovate
269,11094364,4682,Oupeye,House,,239000,3.0,166.0,,0.0,,35.0,145.0,436.0,4.0,0.0,As new
270,11140923,5570,Beauraing,House,,198000,2.0,123.0,,0.0,,,137.0,260.0,3.0,,Good
271,11140924,5555,Graide,House,,300000,3.0,234.0,,0.0,,,279.0,413.0,2.0,,As new
272,11084726,4350,Remicourt,House,,240000,3.0,150.0,,0.0,,,350.0,480.0,3.0,,Good
273,11140921,9000,Gent,Apartment,,499000,3.0,125.0,,0.0,,26.0,,,2.0,0.0,As new
274,11140920,9000,Gent,House,,550000,7.0,340.0,,0.0,,21.0,,151.0,2.0,0.0,Good
275,11140922,4040,Herstal,House,,110000,2.0,64.0,,,,16.0,115.0,165.0,2.0,0.0,To be done up
276,11140918,8300,Knokke-heist,House,Apartment-block,750000,4.0,128.0,,0.0,,,,77.0,2.0,,To restore
277,11140919,9506,Geraardsbergen%20grimminge,Villa,,699000,5.0,256.0,,0.0,,45.0,3661.0,3828.0,4.0,0.0,As new
278,11140915,9810,Nazareth,House,Town-house,335600,3.0,169.0,,0.0,,,,138.0,2.0,,As new
279,11140916,9040,Gent%20sint-amandsberg,House,,449000,3.0,185.0,,0.0,,17.0,,,2.0,0.0,As new
280,11140913,9810,Nazareth,House,,438200,4.0,169.0,,0.0,,,,517.0,3.0,,As new
281,11140914,9810,Nazareth,House,Town-house,335600,3.0,169.0,,0.0,,,,138.0,2.0,,As new
282,11140889,9890,Gavere,New-real-estate-project-apartments,,From 268700 To 368500,,,,,,,,,,,
283,11140888,9890,Gavere,Appartment,Ground-floor,308325,2.0,95.0,,0.0,,11.0,,,4.0,,As new
284,11140901,9810,Nazareth,New-real-estate-project-houses,,From 335600 To 438200,,,,,,,,,,,
285,11140887,9890,Gavere,Apartment,,373650,2.0,126.0,,0.0,,11.0,,,4.0,0.0,As new
286,11140886,9890,Gavere,Appartment,Ground-floor,268700,1.0,76.0,,0.0,,11.0,,,4.0,0.0,As new
287,11140884,9890,Gavere,Appartment,Ground-floor,347510,2.0,111.0,,0.0,,10.0,,,4.0,0.0,As new
288,11140885,9890,Gavere,Appartment,Ground-floor,285325,1.0,85.0,,0.0,,11.0,,,4.0,0.0,As new
289,11140883,9890,Gavere,Appartment,Duplex,438875,3.0,146.0,,0.0,,11.0,,,4.0,0.0,As new
290,11140882,9890,Gavere,Appartment,Duplex,442375,3.0,148.0,,0.0,,11.0,,,4.0,0.0,As new
291,11140881,9890,Gavere,Apartment,,269700,1.0,76.0,,0.0,,11.0,,,4.0,,As new
292,11140880,9890,Gavere,Apartment,,275450,1.0,76.0,,0.0,,11.0,,,4.0,0.0,As new
293,11140876,9890,Gavere,Apartment,,279200,1.0,76.0,,0.0,,11.0,,,4.0,0.0,As new
294,11140878,9890,Gavere,Appartment,Ground-floor,276075,1.0,86.0,,0.0,,11.0,,,4.0,0.0,As new
295,11140840,9030,Gent%20mariakerke,House,,429250,4.0,157.0,,,,14.0,45.0,160.0,3.0,0.0,
296,11140877,9890,Gavere,Apartment,,419760,2.0,165.0,,0.0,,11.0,,,4.0,0.0,As new
297,11140879,9890,Gavere,Apartment,,377150,3.0,126.0,,0.0,,11.0,,,4.0,0.0,As new
298,11109640,4031,Angleur,House,,185000,3.0,150.0,,0.0,,8.0,,115.0,2.0,0.0,To renovate
299,11140841,9890,Gavere,New-real-estate-project-apartments,,From 268700 To 442375,,,,,,,,,,,
300,11109457,4400,Flemalle,House,,219000,2.0,102.0,,0.0,,,230.0,509.0,4.0,0.0,To renovate
301,11108431,7910,Frasnes-lez-anvaing,House,,274900,3.0,162.0,,0.0,,34.0,371.0,525.0,2.0,0.0,As new
302,11109169,4700,Eupen,New-real-estate-project-houses,,From 358645 To 379174,,,,,,,,,,,
303,11110608,6987,Rendeux-bas,House,,From 358645 To 379174,,,,,,,,,,,
304,11110975,6900,Marche-en-famenne,New-real-estate-project-houses,,From 361174 To 381645,,,,,,,,,,,
305,11109944,4317,Faimes,House,,390000,3.0,150.0,,,1.0,,530.0,826.0,4.0,0.0,As new
306,11108186,4420,Saint-nicolas,Villa,,395000,4.0,274.0,,0.0,,30.0,180.0,707.0,4.0,0.0,As new
307,11108183,1420,Braine-lalleud,Villa,,1195000,5.0,420.0,,0.0,,80.0,4300.0,4677.0,4.0,0.0,Good
308,11108184,1640,Rhode-saint-genese,Villa,,1195000,5.0,420.0,,0.0,,80.0,4300.0,4677.0,4.0,0.0,Good
309,11108302,1130,Bruxelles,New-real-estate-project-houses,,From 521000 To 561000,,,,,,,,,,,
310,11130833,9890,Gavere,House,,360000,3.0,171.0,,0.0,,9.0,15.0,195.0,2.0,0.0,As new
311,11108236,1190,Forest,House,,645000,4.0,245.0,,,,,25.0,120.0,2.0,,To renovate
312,10820901,5590,Ciney,Villa,,370000,4.0,191.0,,0.0,,,,736.0,3.0,,As new
313,11137879,9800,Deinze,House,,378500,3.0,123.0,,0.0,,,,175.0,2.0,0.0,As new
314,11130834,9890,Gavere,House,,371000,3.0,174.0,,0.0,,9.0,15.0,198.0,3.0,0.0,As new
315,11137870,9800,Deinze,House,,378500,3.0,123.0,,0.0,,,,175.0,2.0,0.0,As new
316,11137871,9800,Deinze,House,,378500,3.0,123.0,,0.0,,,,175.0,2.0,0.0,As new
317,11137869,9800,Deinze,House,,381000,3.0,123.0,,0.0,,,,191.0,2.0,0.0,As new
318,11137872,9800,Deinze,Villa,,410400,3.0,123.0,,0.0,,,,234.0,3.0,0.0,As new
319,11137873,9800,Deinze,Villa,,411900,3.0,123.0,,0.0,,,,252.0,3.0,0.0,As new
320,11137878,9800,Deinze,Villa,,421900,3.0,132.0,,0.0,,,,226.0,3.0,0.0,As new
321,11137874,9800,Deinze,Villa,,415650,3.0,123.0,,0.0,,,,268.0,3.0,0.0,As new
322,11137884,9800,Deinze,Villa,,423400,3.0,132.0,,0.0,,,,227.0,3.0,0.0,As new
323,11137876,9800,Deinze,Villa,,423400,3.0,132.0,,0.0,,,,227.0,3.0,0.0,As new
324,11137875,9800,Deinze,Villa,,423400,3.0,132.0,,0.0,,,,227.0,3.0,0.0,As new
325,11137867,9800,Deinze,Villa,,588500,3.0,140.0,,0.0,,,,419.0,3.0,0.0,As new
326,11141217,1050,Ixelles,House,Apartment-block,950000,4.0,330.0,,,,,40.0,140.0,2.0,,Good
327,11137877,9800,Deinze,Villa,,431450,3.0,132.0,,0.0,,,,359.0,3.0,0.0,As new
328,11137883,9800,Deinze,Villa,,586500,3.0,192.0,,0.0,,,,432.0,4.0,0.0,As new
329,11137885,9800,Deinze,Villa,,485000,3.0,132.0,,0.0,,,,419.0,4.0,0.0,As new
330,10953348,9240,Zele,House,,249000,4.0,,,,,,,249.0,2.0,,To be done up
331,11141213,1050,Ixelles,House,,3995000,6.0,900.0,,1.0,,20.0,80.0,340.0,2.0,0.0,As new
332,11141207,2845,Niel,House,,209000,3.0,145.0,,0.0,,,,115.0,2.0,,To renovate
333,11141206,2050,Antwerp,Apartment,,279500,3.0,110.0,,,,,,,2.0,,Good
334,11141208,7110,La%20louvi%c3%a8re,House,,119000,2.0,140.0,,0.0,,50.0,70.0,210.0,2.0,,To renovate
335,11141203,9820,Merelbeke,House,Mixed-use-building,625000,4.0,323.0,,0.0,,45.0,494.0,494.0,3.0,,As new
336,11141205,2610,Wilrijk,Apartment,,320000,3.0,98.0,,0.0,,,,,3.0,,Good
337,11141202,1180,Uccle,House,,495000,4.0,160.0,,0.0,,32.0,,108.0,2.0,0.0,As new
338,11141204,8433,Middelkerke,Apartment,,170000,2.0,68.0,,1.0,,2.0,,,2.0,,
339,11141197,6200,Ch%c3%a2telet,Villa,,430000,4.0,280.0,,0.0,,51.0,900.0,1040.0,4.0,1.0,As new
340,11141195,3020,Herent,House,,575000,3.0,176.0,,0.0,,,,356.0,4.0,0.0,As new
341,11141201,1180,Uccle,House,Apartment-block,299000,3.0,248.0,,0.0,,,,164.0,2.0,,To be done up
342,11141198,9280,Lebbeke,House,,299000,3.0,248.0,,0.0,,,,164.0,2.0,,To be done up
343,11141192,1410,Waterloo,Appartment,Duplex,506650,3.0,117.0,,0.0,,32.0,90.0,,2.0,0.0,As new
344,11141190,7700,Mouscron,House,Mixed-use-building,185000,6.0,255.0,,0.0,,,258.0,803.0,2.0,,To renovate
345,11141194,3300,Tienen%20kumtich,Appartment,Duplex,349000,3.0,107.0,,0.0,,10.0,,,4.0,,As new
346,10430826,2000,Antwerp,Flat-studio,,127500,,30.0,,1.0,,6.0,,,4.0,,Good
347,11141191,1410,Waterloo,Apartment,,345000,1.0,64.0,,0.0,,5.0,,,2.0,0.0,As new
348,11141187,3000,Leuven,Apartment,,399000,2.0,128.0,,,,20.0,110.0,,2.0,,
349,11141189,8930,Rekkem,House,,219000,5.0,134.0,,0.0,,30.0,750.0,880.0,3.0,0.0,Good
350,11141186,8300,Knokke-heist,Appartment,Penthouse,565000,2.0,87.0,,0.0,,9.0,,,2.0,0.0,As new
351,11141180,2100,Antwerpen%20deurne,Apartment,,379000,4.0,145.0,,,,,,,2.0,,Good
352,11141185,8300,Knokke-heist,Apartment,,2095000,3.0,150.0,,,,40.0,,,2.0,,As new
353,11141175,3090,Overijse,Villa,,765000,3.0,200.0,,0.0,,30.0,1100.0,,4.0,0.0,As new
354,11141176,1310,La%20hulpe,House,,695000,4.0,216.0,,0.0,,50.0,878.0,878.0,4.0,,Good
355,11141172,1150,Woluwe-saint-pierre,House,,535000,3.0,,,0.0,,,100.0,151.0,2.0,0.0,To renovate
356,11141166,5310,Eghez%c3%a9e,New-real-estate-project-houses,,From 385000 To 400000,,,,,,,,,,,
357,11141171,3370,Boutersem,House,,389000,3.0,175.0,,0.0,,20.0,550.0,815.0,3.0,0.0,As new
358,11141164,1300,Wavre,Flat-studio,,150000,,46.0,,0.0,,,,,,0.0,Good
359,8794891,7870,Lens,New-real-estate-project-houses,,From 85000 To 354000,,,,,,,,,,,
360,10968806,4000,Liege,House,,87000,2.0,86.0,,0.0,,23.0,,70.0,2.0,0.0,To renovate
361,9039914,5500,Anseremme,New-real-estate-project-houses,,From 53500 To 398000,,,,,,,,,,,
362,10761768,7100,La-louviere,House,,95000,2.0,92.0,,,,,200.0,270.0,2.0,,To renovate
363,10858077,4100,Seraing,House,,89000,1.0,54.0,,0.0,,18.0,,40.0,2.0,0.0,Good
364,11009333,4102,Seraing,House,,109500,2.0,105.0,,0.0,,,,46.0,2.0,0.0,To renovate
365,11090012,9620,Strijpen,New-real-estate-project-houses,,From 100000 To 428000,,,,,,,,,,,
366,9081562,6720,Habay-la-neuve,New-real-estate-project-houses,,From 65000 To 412000,,,,,,,,,,,
367,10906236,9600,Ronse,House,,119000,3.0,117.0,,0.0,,,,60.0,2.0,,Good
368,10459784,4100,Seraing,House,,125000,2.0,61.0,,0.0,,,,50.0,2.0,0.0,Good
369,10707752,4100,Seraing,House,,119000,2.0,60.0,,0.0,,,50.0,123.0,2.0,0.0,Good
370,10860840,9600,Ronse,House,,125000,2.0,145.0,,0.0,,10.0,,88.0,2.0,0.0,To be done up
371,10886425,4030,Liege,House,,129000,3.0,122.0,,0.0,,64.0,193.0,300.0,3.0,0.0,To renovate
372,10911488,4100,Seraing,House,,139000,2.0,105.0,,0.0,,,25.0,105.0,2.0,,Good
373,9109437,6250,Aiseau-presles,New-real-estate-project-houses,,From 113880 To 387000,,,,,,,,,,,
374,10475954,4100,Seraing,House,,135000,2.0,87.0,,0.0,,17.0,40.0,120.0,2.0,0.0,To be done up
375,11063895,9600,Ronse,House,,139000,3.0,180.0,,0.0,,,20.0,130.0,2.0,0.0,To renovate
376,11010633,4000,Liege,House,,145000,3.0,105.0,,0.0,,12.0,,110.0,3.0,0.0,Good
377,10958524,4040,Herstal,House,,149000,2.0,95.0,,0.0,,7.0,70.0,285.0,3.0,0.0,To renovate
378,10511092,4000,Liege,House,,149000,2.0,95.0,,0.0,,7.0,70.0,285.0,3.0,0.0,To renovate
379,11018580,4680,Oupeye,House,,149000,3.0,105.0,,0.0,,47.0,340.0,492.0,3.0,0.0,To renovate
380,11082868,6800,Libramont-chevigny,House,,140000,3.0,66.0,,0.0,,5.0,450.0,525.0,2.0,0.0,To renovate
381,10909559,4680,Oupeye,House,,149000,4.0,130.0,,0.0,,,155.0,350.0,2.0,0.0,Good
382,10689391,4100,Seraing,House,,149000,2.0,110.0,,0.0,,13.0,54.0,185.0,2.0,0.0,Good
383,11064142,5100,Namur,House,Bungalow,149000,3.0,131.0,,0.0,,60.0,700.0,1085.0,4.0,0.0,To renovate
384,10679324,4100,Seraing,House,,159000,3.0,87.0,,0.0,,64.0,106.0,145.0,2.0,0.0,Just renovated
385,10997600,4102,Seraing-ougree,House,,160000,4.0,110.0,,0.0,,,100.0,185.0,3.0,,Good
386,11098117,2000,Antwerpen,House,Mixed-use-building,167000,1.0,38.0,,,,3.0,,100.0,2.0,,Just renovated
387,10833916,4040,Herstal,House,,164000,4.0,167.0,,0.0,,80.0,,90.0,3.0,0.0,To be done up
388,11035014,4000,Liege,House,,169000,2.0,97.0,,0.0,,5.0,65.0,167.0,2.0,0.0,To be done up
389,11140969,5000,Namur,House,Mixed-use-building,950000,9.0,450.0,,1.0,,,,,2.0,,As new
390,11140970,5000,Namur,House,Apartment-block,375000,5.0,,,,,,,100.0,2.0,,Good
391,11140968,1180,Uccle,Flat-studio,,195000,,38.0,,0.0,,,,,2.0,0.0,Just renovated
392,11140963,2930,Brasschaat,Apartment,,225000,2.0,104.0,,,,,,,2.0,,To renovate
393,11140962,1080,Sint-jans-molenbeek,Apartment,,235000,2.0,95.0,,0.0,,9.0,,,,0.0,Good
394,11140961,1670,Pepingen,House,,360000,3.0,91.0,,0.0,,,,1830.0,4.0,0.0,To be done up
395,11140958,9600,Ronse,Villa,,309000,4.0,190.0,,0.0,,18.0,240.0,343.0,3.0,0.0,As new
396,11140956,9600,Ronse,House,Mixed-use-building,265000,2.0,234.0,,0.0,,27.0,,133.0,2.0,0.0,As new
397,11140948,6860,L%c3%a9glise,House,,309000,4.0,250.0,,0.0,,,,545.0,3.0,0.0,Good
398,11140957,9660,Brakel,House,,349000,3.0,135.0,,0.0,,,667.0,1198.0,4.0,1.0,Good
399,11140955,9600,Ronse,House,,109000,3.0,137.0,,0.0,,,20.0,110.0,2.0,,To renovate
400,10955499,7500,Tournai,Apartment,,210000,2.0,133.0,,0.0,,,,,2.0,0.0,As new
401,11140944,6060,Gilly,House,Town-house,139000,2.0,170.0,,0.0,,,,,2.0,,To be done up
402,11140941,7070,Le%20roeulx,Apartment,,185000,1.0,68.0,,,,,,,,,Good
403,11140947,4420,Saint-nicolas,House,,285000,2.0,105.0,,0.0,,30.0,350.0,430.0,2.0,0.0,As new
404,11140943,7100,La%20louviere,Apartment,,194500,2.0,87.0,,0.0,,5.0,,,,,As new
405,11140942,7100,La%20louviere,Appartment,Ground-floor,174500,1.0,75.0,,0.0,,6.0,,,,,As new
406,11140935,7640,Antoing,House,,98000,3.0,118.0,,,,15.0,,1780.0,4.0,,To renovate
407,11140938,7033,Mons,House,,138000,2.0,92.0,,,,,,,2.0,,Good
408,10923582,7020,Nimy,Apartment,,180000,2.0,80.0,,0.0,,,,,,,Good
409,11140937,7971,Beloeil%20bas%c3%a8cles,House,,285000,3.0,189.0,,,,30.0,,2930.0,3.0,,As new
410,11140936,7640,Antoing,Country-cottage,,275000,3.0,176.0,,,,,,,4.0,,As new
411,11140934,7190,%c3%a0caussinnes,House,,198000,3.0,152.0,,,,,,160.0,3.0,,Good
412,11140933,7603,P%c3%a9ruwelz,House,,128000,2.0,208.0,,,,,,,3.0,,To be done up
413,11022990,5650,Walcourt,House,,130000,5.0,299.0,,0.0,,,,,3.0,,To renovate
414,11140932,7160,Chapelle-lez-herlaimont,Apartment,,139000,2.0,65.0,,0.0,,2.0,,,2.0,0.0,Good
415,11140931,6001,Marcinelle,Apartment,,110000,1.0,52.0,,0.0,,,,,2.0,,Good
416,11140929,8930,Rekkem,House,,219000,5.0,141.0,,0.0,,,750.0,880.0,3.0,0.0,Good
417,11140930,6001,Marcinelle,Villa,,230000,3.0,158.0,,0.0,,,800.0,1157.0,4.0,0.0,To renovate
418,11121604,8710,Wielsbeke,New-real-estate-project-houses,,From 363000 To 380000,,,,,,,,,,,
419,11140927,7700,Mouscron,Apartment,,199000,2.0,116.0,,0.0,,,,,2.0,,Good
420,11077224,2812,Mechelen,House,,365000,3.0,150.0,,,,35.0,393.0,138.0,2.0,0.0,As new
421,11120343,1190,Forest,House,Apartment-block,599000,7.0,261.0,,0.0,,20.0,145.0,295.0,2.0,0.0,Good
422,11134159,4130,Esneux,House,,349000,5.0,357.0,,0.0,,58.0,160.0,676.0,3.0,0.0,To renovate
423,11130675,8730,Beernem,House,,439000,3.0,124.0,,0.0,,,,4408.0,3.0,0.0,Good
424,11132540,1081,Koekelberg,House,Mixed-use-building,495000,2.0,196.0,,0.0,,35.0,,100.0,2.0,0.0,Good
425,11138885,1410,Waterloo,Villa,,595000,4.0,200.0,,0.0,1.0,,,658.0,4.0,,Good
426,11137719,1933,Zaventem-sterrebeek,House,Town-house,595000,4.0,188.0,,0.0,,25.0,180.0,270.0,2.0,,Good
427,11119431,9600,Ronse,House,,249900,4.0,165.0,,0.0,,30.0,101.0,196.0,2.0,0.0,As new
428,11119955,1800,Vilvoorde,House,,469000,4.0,165.0,,,,15.0,60.0,280.0,2.0,0.0,Just renovated
429,11137658,1200,Woluwe-saint-lambert,House,,990000,4.0,251.0,,0.0,,16.0,,,2.0,0.0,As new
430,11132281,2100,Deurne,House,Mixed-use-building,189000,3.0,97.0,,,,3.0,,681.0,3.0,,Good
431,11119421,9000,Gent,House,,189000,3.0,97.0,,,,3.0,,681.0,3.0,,Good
432,11129039,8710,Wielsbeke,House,,329000,3.0,200.0,,,,,,511.0,4.0,,Good
433,11129998,1140,Evere,House,Mixed-use-building,499000,4.0,197.0,,0.0,,,,75.0,2.0,0.0,To renovate
434,11128984,1180,Uccle,House,,950000,5.0,328.0,,0.0,,,85.0,200.0,2.0,,To be done up
435,11128253,9600,Ronse,House,Mansion,950000,5.0,328.0,,0.0,,,85.0,200.0,2.0,,To be done up
436,11128361,9000,Gent,House,Apartment-block,1170000,7.0,418.0,,1.0,,,45.0,210.0,2.0,0.0,Good
437,11139155,5590,Ciney,House,,470000,5.0,336.0,,,1.0,70.0,2100.0,3050.0,4.0,,Good
438,11139697,1180,Uccle,House,,850000,5.0,330.0,,0.0,,20.0,165.0,247.0,2.0,0.0,As new
439,11016538,4100,Seraing,House,,150000,6.0,190.0,,0.0,,34.0,130.0,230.0,2.0,0.0,To renovate
440,11118577,4032,Liege,House,,159000,3.0,177.0,,0.0,,29.0,192.0,325.0,2.0,0.0,To renovate
441,11129979,8490,Jabbeke,House,,460000,3.0,191.0,,,,,,897.0,4.0,,Good
442,11118328,1200,Woluwe-saint-lambert,Villa,,2475000,5.0,366.0,,0.0,,100.0,1800.0,2243.0,4.0,1.0,As new
443,11135536,9660,Brakel,House,,398000,3.0,144.0,,0.0,,22.0,156.0,249.0,2.0,0.0,
444,11135539,9660,Brakel,House,,395000,3.0,144.0,,0.0,,20.0,102.0,196.0,3.0,0.0,
445,11135540,9660,Brakel,House,,498500,4.0,234.0,,0.0,,30.0,24.0,171.0,3.0,0.0,
446,11128826,2000,Antwerpen,House,Mixed-use-building,379000,2.0,116.0,,,,,,802.0,3.0,,Good
447,11141771,8300,Knokke-heist,Apartment,,975000,4.0,148.0,,,,,,,,,
448,11125899,9830,Sint-martens-latem,House,,595000,2.0,124.0,,0.0,,,188.0,386.0,3.0,0.0,Just renovated
449,11129686,2600,Berchem,House,Mixed-use-building,174000,2.0,83.0,,,,3.0,,1954.0,4.0,,To renovate
450,11141770,9320,Erembodegem,House,,385000,3.0,205.0,,,1.0,25.0,500.0,772.0,,,Good
451,11141767,9032,Gent,House,,565000,4.0,248.0,,0.0,,,,421.0,3.0,,
452,11141768,9190,Stekene,House,,199000,2.0,111.0,,0.0,,,,130.0,2.0,0.0,
453,11141765,6900,Marche-en-famenne,House,,185000,5.0,165.0,,0.0,,,382.0,6.0,3.0,,
454,11141766,5501,Dinant,House,,199000,3.0,135.0,,0.0,,20.0,,136.0,3.0,,Just renovated
455,11040584,4000,Li%c3%a8ge,Apartment,,169000,2.0,70.0,,,,,,,2.0,,As new
456,11141764,4540,Amay,House,,99000,2.0,116.0,,,,,,207.0,3.0,,
457,11004073,4432,Xhendremael,House,,320000,3.0,468.0,,,,,588.0,1175.0,3.0,,To be done up
458,11013741,7160,Chapelle-lez-herlaimont,House,,299000,6.0,286.0,,,,50.0,320.0,500.0,2.0,,Good
459,11141763,2830,Willebroek,Apartment,,240000,2.0,60.0,,0.0,,37.0,,,2.0,,As new
460,11141759,1420,Braine-l%27alleud,House,,349000,3.0,135.0,,0.0,,,156.0,216.0,2.0,,Just renovated
461,11141758,8300,Knokke-heist,Apartment,,2295000,2.0,79.0,,0.0,,12.0,,,2.0,0.0,Just renovated
462,11141761,2830,Willebroek,Apartment,,335000,2.0,89.0,,0.0,,40.0,,,2.0,,As new
463,11141754,4160,Anthisnes,House,Exceptional-property,474500,4.0,264.0,,1.0,,56.0,827.0,928.0,4.0,0.0,As new
464,10663943,2890,Puurs-sint-amands,House,,285000,3.0,180.0,,,,50.0,254.0,387.0,3.0,,To be done up
465,11141752,9400,Ninove,House,,295000,3.0,162.0,,0.0,,,,246.0,2.0,,Good
466,11141749,2430,Laakdal,House,,350000,3.0,204.0,,,,24.0,,389.0,4.0,,As new
467,11141747,3290,Diest,House,,349000,3.0,180.0,,0.0,,,,469.0,3.0,,Good
468,11141748,2270,Herenthout,House,Exceptional-property,649000,5.0,392.0,,0.0,,,,3313.0,4.0,,Good
469,11141739,4420,Saint-nicolas,House,,149500,2.0,88.0,,0.0,,30.0,30.0,190.0,3.0,0.0,To be done up
470,11141745,3130,Begijnendijk,House,,335000,3.0,157.0,,0.0,,60.0,,705.0,4.0,,To renovate
471,11141746,3200,Aarschot,House,,335000,3.0,157.0,,0.0,,60.0,,705.0,4.0,,To renovate
472,11141733,7041,Givry,House,,335000,3.0,157.0,,0.0,,60.0,,705.0,4.0,,To renovate
473,11141735,1170,Watermael-boitsfort,Apartment,,430000,3.0,107.0,,0.0,,,,,2.0,,Good
474,11141736,4460,Grace-hollogne,House,,185000,2.0,80.0,,0.0,,14.0,51.0,140.0,2.0,0.0,Good
475,11141732,7130,Bray,House,,70000,5.0,187.0,,,,,420.0,558.0,3.0,,To renovate
476,11141730,4020,Liege,Apartment,,159000,2.0,90.0,,,,,,,2.0,,Good
477,11138017,1570,Galmaarden,House,,209000,3.0,308.0,,,,,,600.0,2.0,,To renovate
478,11141729,8940,Wervik,House,,172000,4.0,114.0,,,,,,131.0,,,Good
479,11141728,5060,Sambreville,House,,225000,2.0,132.0,,0.0,,13.0,,89.0,2.0,,Good
480,11137923,9032,Gent-wondelgem,House,,418000,3.0,143.0,,0.0,,25.0,100.0,261.0,2.0,0.0,As new
481,11140536,1700,Dilbeek,Villa,,449000,4.0,130.0,,0.0,,15.0,60.0,433.0,4.0,0.0,To renovate
482,11128858,4020,Liege,House,,139000,2.0,97.0,,,,22.0,,81.0,2.0,0.0,To be done up
483,11128403,9600,Ronse,House,,245000,3.0,112.0,,0.0,,10.0,25.0,83.0,2.0,0.0,As new
484,11128936,1457,Walhain,Villa,,399000,3.0,158.0,,0.0,,41.0,,1921.0,4.0,0.0,To be done up
485,11137925,9890,Gavere,House,,510000,3.0,430.0,,0.0,,50.0,179.0,309.0,2.0,0.0,To be done up
486,11129774,1440,Braine-le-chateau,House,,445000,4.0,161.0,,0.0,,68.0,600.0,1740.0,4.0,,Good
487,11128213,9230,Wetteren,House,,249000,2.0,90.0,,0.0,,,,90.0,2.0,0.0,Good
488,11128350,9030,Gent-mariakerke,New-real-estate-project-houses,,From 468532 To 474002,,,,,,,,,,,
489,11128342,9050,Gent-gentbrugge,New-real-estate-project-houses,,From 560000 To 640000,,,,,,,,,,,
490,11128291,1180,Uccle,House,,650000,4.0,174.0,,,,10.0,40.0,110.0,2.0,,As new
491,11129923,1820,Steenokkerzeel,House,,495000,3.0,161.0,,,1.0,,,721.0,4.0,,Good
492,11130518,2360,Oud-turnhout,New-real-estate-project-houses,,From 492000 To 498000,,,,,,,,,,,
493,11080049,1070,Anderlecht,House,,380000,5.0,147.0,,0.0,,10.0,,91.0,2.0,,To be done up
494,11136941,9690,Kluisbergen,House,,245000,3.0,185.0,,,,,,750.0,3.0,,To renovate
495,11125956,9600,Ronse,House,,169000,3.0,117.0,,0.0,,,17.0,80.0,2.0,0.0,Just renovated
496,11136541,1420,Braine-lalleud,House,Apartment-block,420000,3.0,195.0,,0.0,,6.0,200.0,290.0,2.0,0.0,Good
497,11128275,2170,Antwerpen-merksem,House,Mixed-use-building,429900,3.0,210.0,,0.0,,,,65.0,2.0,0.0,Good
498,11136542,1420,Braine-lalleud,House,,420000,3.0,195.0,,0.0,,6.0,200.0,290.0,2.0,0.0,Good
499,11136937,9500,Moerbeke,House,,259000,3.0,230.0,,,,,,600.0,4.0,,To renovate
500,11127589,9800,Bachte-maria-leerne,New-real-estate-project-houses,,From 524987 To 635187,,,,,,,,,,,
